date,convenience_store,store,county_number,county,category,category_name,vendor_no,vendor,item,description,pack,liter_size,state_btl_cost,btl_price,bottle_qty,total
25-02-2014 00:00,NULL,2544,64,Marshall,1031080,80 PROOF VODKA,301,Fifth Generation Inc.,38178,Tito's Handmade Vodka,6,1750,18.52,27.78,6,166.68
26-03-2014 00:00,NULL,3738,31,Dubuque,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15246,Windsor Canadian,12,750,4.2,6.3,3,18.9
10-02-2014 00:00,NULL,4668,17,Cerro Gordo,1031200,FLAVORED VODKA,259,Heaven Hill Distilleries Inc.,41840,Burnett's Limeade Vodka,12,750,4.84,7.26,12,87.12
10-02-2015 00:00,NULL,4426,64,Marshall,1011100,BLENDED WHISKIES,65,Jim Beam Brands,22788,Beam's 8 Star Bl Whiskey,6,1750,7.61,11.42,6,68.52
28-04-2014 00:00,NULL,4223,7,Black Hawk,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,11773,Black Velvet,48,200,1.56,2.34,48,112.32
28-04-2014 00:00,NULL,2190,77,Polk,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15644,Jameson,24,375,6.74,10.11,3,30.33
20-08-2014 00:00,NULL,2649,31,Dubuque,1031080,80 PROOF VODKA,421,Sazerac Co. Inc.,36976,Nikolai Vodka,12,750,3.27,4.91,12,58.92
13-01-2014 00:00,NULL,4150,7,Black Hawk,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,7.5,11.24,12,134.88
22-01-2014 00:00,NULL,2290,11,Buena Vista,1042100,IMPORTED DRY GINS,370,Pernod Ricard USA/Austin Nichols,28086,Beefeater Gin,12,750,10.99,16.49,2,32.98
07-10-2014 00:00,NULL,2641,78,Pottawattamie,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45276,Paramount White Rum,12,750,4,6,12,72
20-03-2014 00:00,NULL,3995,7,Black Hawk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41707,Phillips Lime Flavored Vodka,12,1000,5.78,8.67,12,104.04
24-06-2014 00:00,NULL,4311,94,Webster,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Distilleries Inc.,73715,Evan Williams Cherry Reserve,12,750,7.94,11.91,3,35.73
15-10-2014 00:00,NULL,4197,97,Woodbury,1081312,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82786,Dekuyper Buttershots Schnapps,12,750,6.3,9.45,6,56.7
29-10-2014 00:00,NULL,3926,52,Johnson,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,259,Heaven Hill Distilleries Inc.,65194,Hpnotiq,12,375,6.35,9.53,3,28.59
15-09-2014 00:00,NULL,5032,77,Polk,1031080,80 PROOF VODKA,434,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,3.73,5.6,12,67.2
01-04-2014 00:00,NULL,2556,32,Emmet,1081390,IMPORTED SCHNAPPS,421,Sazerac Co. Inc.,69667,Dr. Mcgillicuddy's Vanilla,12,1000,11,16.5,3,49.5
12-03-2014 00:00,NULL,4112,52,Johnson,1062310,SPICED RUM,434,Luxco-St Louis,44658,Lady Bligh Spiced Rum,6,1750,10.5,15.75,108,1701
11-02-2015 00:00,NULL,4481,52,Johnson,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43156,Bacardi 151 Proof Rum,12,750,13.5,20.25,3,60.75
12-11-2014 00:00,NULL,2290,11,Buena Vista,1032200,IMPORTED VODKA - MISC,115,Constellation Wine Company Inc.,33663,Svedka Strawberry Lemonade,12,750,8.25,12.38,3,37.14
17-06-2014 00:00,NULL,4249,73,Page,1011100,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.46,5.19,6,31.14
08-04-2014 00:00,NULL,2532,77,Polk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,33994,Absolut Grapevine,12,750,8.99,13.49,3,40.47
05-05-2014 00:00,NULL,3385,57,Linn,1011500,STRAIGHT RYE WHISKIES,260,Diageo Americas,27025,Bulleit 95 Rye,12,750,16,24,12,288
04-08-2014 00:00,NULL,2591,15,Cass,1062300,FLAVORED RUM,35,Bacardi U.S.A. Inc.,43136,Bacardi Limon,12,750,8.5,12.75,6,76.5
09-01-2014 00:00,Y,4677,52,Johnson,1081390,IMPORTED SCHNAPPS,421,Sazerac Co. Inc.,69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,11,16.5,12,198
21-08-2014 00:00,NULL,2953,77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64864,Fireball Cinnamon Whisky,24,375,5.33,8,24,192
23-04-2014 00:00,NULL,2567,82,Scott,1071100,AMERICAN COCKTAILS,395,Proximo,58875,Jose Cuervo Golden Margarita,6,1750,10.5,15.74,1,15.74
16-04-2014 00:00,NULL,2502,77,Polk,1022100,TEQUILA,259,Heaven Hill Distilleries Inc.,89946,Two Fingers Gold Tequila,12,750,6.83,10.99,12,131.88
13-08-2014 00:00,NULL,3952,82,Scott,1022100,TEQUILA,395,Proximo,89197,Jose Cuervo Especial Reposado Tequila,12,1000,12.5,18.75,12,225
24-06-2014 00:00,NULL,3624,50,Jasper,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,7.5,11.24,12,134.88
21-04-2014 00:00,NULL,2512,52,Johnson,1062300,FLAVORED RUM,35,Bacardi U.S.A. Inc.,43137,Bacardi Limon,12,1000,10.5,15.75,12,189
05-05-2014 00:00,Y,4495,38,Grundy,1031080,80 PROOF VODKA,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.8,2.69,24,64.56
13-02-2014 00:00,Y,4773,77,Polk,1031200,FLAVORED VODKA,259,Heaven Hill Distilleries Inc.,40359,Burnett's Strawberry Banana,12,750,4.84,7.26,1,7.26
17-03-2014 00:00,NULL,2605,57,Linn,1031080,80 PROOF VODKA,300,Mccormick Distilling Company,36903,Mccormick Vodka,48,200,1.13,1.7,14,23.8
03-03-2014 00:00,NULL,3805,82,Scott,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,80576,Arrow Peppermint Schnapps,12,750,3.42,5.13,3,15.39
23-05-2014 00:00,NULL,3934,49,Jackson,1012100,CANADIAN WHISKIES,55,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,7.94,12.51,6,75.06
26-08-2014 00:00,Y,4661,77,Polk,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock Vodka,12,750,3.37,5.06,12,60.72
07-01-2014 00:00,NULL,3529,18,Cherokee,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,350,PARAMOUNT DISTILLERS INC.,45248,Paramount Gold Rum,6,1750,7.84,11.76,6,70.56
02-09-2014 00:00,NULL,2508,57,Linn,1062310,SPICED RUM,434,Luxco-St Louis,44658,Lady Bligh Spiced Rum,6,1750,11,16.5,6,99
28-08-2014 00:00,NULL,4997,77,Polk,1041100,AMERICAN DRY GINS,297,Laird And Company,29993,Five O'clock Gin,48,200,1.2,1.8,48,86.4
28-01-2015 00:00,NULL,2502,77,Polk,1022100,TEQUILA,395,Proximo,89191,Jose Cuervo Especial Reposado Tequila Mini,12,500,11.5,17.25,1,17.25
25-09-2014 00:00,NULL,2561,77,Polk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,9.06,13.59,1,13.59
22-07-2014 00:00,NULL,2578,34,Floyd,1031080,80 PROOF VODKA,297,Laird And Company,35926,Five O'clock PET Vodka,12,750,3.37,5.06,24,121.44
06-08-2014 00:00,NULL,2625,82,Scott,1012200,SCOTCH WHISKIES,305,MHW Ltd,4556,Black Grouse,12,750,14.99,22.49,3,67.47
17-06-2014 00:00,Y,4448,77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64866,Fireball Cinnamon Whiskey,12,750,8.98,13.47,12,161.64
26-03-2014 00:00,NULL,4439,57,Linn,1031080,80 PROOF VODKA,297,Laird And Company,35918,Five O'clock,6,1750,7.2,10.79,6,64.74
20-03-2014 00:00,NULL,4170,16,Cedar,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.93,1,17.93
14-05-2014 00:00,NULL,2508,57,Linn,1031080,80 PROOF VODKA,55,Sazerac North America,35317,Barton Vodka,12,1000,3.97,5.95,12,71.4
16-07-2014 00:00,NULL,4273,77,Polk,1011200,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22156,Wild Turkey 101,12,750,12.99,19.49,1,19.49
23-10-2014 00:00,NULL,2248,77,Polk,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,259,Heaven Hill Distilleries Inc.,72722,Christian Brothers Honey,12,750,5.43,8.15,2,16.3
24-03-2014 00:00,NULL,4228,6,Benton,1031080,80 PROOF VODKA,380,Phillips Beverage Company,37346,Phillips Vodka,12,750,3.57,5.35,12,64.2
23-09-2014 00:00,NULL,3816,69,Montgomery,1071100,AMERICAN COCKTAILS,308,Mango Bottling Inc.,71529,Tooters Ala Bama Slama,12,375,5.75,8.63,12,103.56
20-10-2014 00:00,NULL,4970,70,Muscatine,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Distilleries Inc.,52316,Christian Bros Brandy,12,750,5.92,8.88,2,17.76
08-01-2014 00:00,Y,4965,11,Buena Vista,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,15246,Windsor Canadian,12,750,4.2,6.3,3,18.9
15-05-2014 00:00,NULL,4344,77,Polk,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,11774,Black Velvet,24,375,3.07,4.6,24,110.4
24-04-2014 00:00,NULL,2622,52,Johnson,1031200,FLAVORED VODKA,260,Diageo Americas,41746,Smirnoff Citrus Vodka,12,750,8.25,12.37,3,37.11
08-04-2014 00:00,NULL,3762,77,Polk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41604,Uv Grape Vodka,12,750,6.5,9.74,12,116.88
29-04-2014 00:00,NULL,4557,86,Tama,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41694,Uv Blue (raspberry) Vodka,12,1000,7.5,11.25,3,33.75
08-05-2014 00:00,NULL,4889,77,Polk,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52594,E & J Vs Brandy,24,375,3.22,4.83,24,115.92
28-05-2014 00:00,NULL,3918,82,Scott,1011100,BLENDED WHISKIES,260,Diageo Americas,25603,Seagrams 7 Crown Bl Whiskey,48,200,1.96,2.93,3,8.79
21-08-2014 00:00,NULL,2106,7,Black Hawk,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,65066,Goldschlager Cinnamon Schnapps,12,750,13,19.5,12,234
06-02-2014 00:00,NULL,2663,77,Polk,1031200,FLAVORED VODKA,260,Diageo Americas,41796,Smirnoff Raspberry Vodka,12,750,8.25,12.37,12,148.44
26-02-2015 00:00,NULL,2626,77,Polk,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,4.54,6.81,4,27.24
08-04-2014 00:00,NULL,2959,77,Polk,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41604,Uv Grape Vodka,12,750,6.5,9.74,3,29.22
07-04-2014 00:00,NULL,3934,49,Jackson,1031080,80 PROOF VODKA,297,Laird And Company,35916,Five O'clock,12,750,3.37,5.06,48,242.88
04-06-2014 00:00,NULL,4695,77,Polk,1031080,80 PROOF VODKA,434,Luxco-St Louis,36305,Hawkeye Vodka,12,750,3.34,5.01,12,60.12
13-01-2014 00:00,NULL,2647,57,Linn,1051010,AMERICAN GRAPE BRANDIES,296,F. Korbel and Brothers Inc.,52806,Korbel Brandy,12,750,5.7,8.55,2,17.1
14-05-2014 00:00,Y,4662,57,Linn,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,5,7.5,12,90
03-03-2014 00:00,NULL,4970,70,Muscatine,1012100,CANADIAN WHISKIES,260,Diageo Americas,10836,Crown Royal Black,12,750,17,25.49,1,25.49
19-06-2014 00:00,NULL,2627,77,Polk,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,66293,Remy Martin V,12,375,8.35,12.53,7,87.71
25-03-2014 00:00,NULL,4103,85,Story,1071100,AMERICAN COCKTAILS,395,Proximo,58872,Jose Cuervo Authentic Light Margarita Lime,6,1750,7.7,11.8,6,70.8
03-12-2014 00:00,NULL,2500,85,Story,1031080,80 PROOF VODKA,55,Sazerac North America,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,7.18,10.77,6,64.62
16-09-2014 00:00,NULL,2665,25,Dallas,1011500,STRAIGHT RYE WHISKIES,121,Cooperspiritsinternational,27065,Lock Stock & Barrel,3,750,61,91.5,3,274.5
18-03-2014 00:00,NULL,3065,79,Poweshiek,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,11788,Black Velvet,6,1750,10.45,15.67,6,94.02
16-04-2014 00:00,NULL,2502,77,Polk,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,10.74,16.49,24,395.76
13-10-2014 00:00,NULL,2190,77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43124,Bacardi Superior Rum,24,375,4.5,6.75,6,40.5
23-05-2014 00:00,NULL,2629,78,Pottawattamie,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,420,Moet Hennessy USA Inc.,65127,Grand Marnier Cordon Rouge,12,1000,25.55,38.33,12,459.96
07-10-2014 00:00,NULL,2544,64,Marshall,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,11774,Black Velvet,24,375,3.07,4.61,6,27.66
22-09-2014 00:00,NULL,2605,57,Linn,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45275,Paramount White Rum Traveler,12,750,4,6,12,72
29-10-2014 00:00,NULL,2200,81,Sac,1081340,ROOT BEER SCHNAPPS,65,Jim Beam Brands,82827,Dekuyper Rootbeer,12,1000,7.62,11.43,3,34.29
18-02-2014 00:00,NULL,4835,57,Linn,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86886,Southern Comfort,12,750,9.85,14.78,3,44.34
12-03-2014 00:00,NULL,2508,57,Linn,1081300,PEPPERMINT SCHNAPPS,65,Jim Beam Brands,80686,Dekuyper Blustery Peppermint Burst Schnapps,12,750,3.44,5.15,3,15.45
28-04-2014 00:00,NULL,2521,77,Polk,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,50686,St. Remy Vsop Napoleon Brandy,12,750,7,10.5,4,42
02-10-2014 00:00,NULL,2635,82,Scott,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10626,Canadian Club Whisky,12,750,7.88,11.82,12,141.84
18-02-2014 00:00,NULL,4057,77,Polk,1081600,WHISKEY LIQUEUR,421,Sazerac Co. Inc.,64857,Fireball Cinnamon Whisky,12,375,5.33,8,12,96
01-04-2014 00:00,NULL,4812,34,Floyd,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,49185,Remy Martin Vsop (flask),12,375,10.44,15.66,12,187.92
20-02-2014 00:00,NULL,3920,23,Clinton,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,35873,Pinnacle Red Liquorice,12,750,7.88,11.82,1,11.82
28-01-2015 00:00,NULL,2413,31,Dubuque,1011250,SINGLE BARREL BOURBON WHISKIES,184,Four Roses Distillery,18350,Four Roses Single Barrel,6,750,20.17,30.26,3,90.78
03-06-2014 00:00,NULL,4311,94,Webster,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42718,Malibu Coconut Rum,6,1750,15.99,23.99,6,143.94
27-08-2014 00:00,NULL,3869,52,Johnson,1042100,IMPORTED DRY GINS,395,Proximo,28246,Boodles British Gin London Dry,12,750,11.2,16.8,3,50.4
01-12-2014 00:00,NULL,2573,70,Muscatine,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19474,Maker's Mark,12,375,7.86,11.79,2,23.58
25-03-2014 00:00,Y,4445,40,Hamilton,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52594,E & J Vs Brandy,24,375,3.22,4.83,10,48.3
19-03-2014 00:00,NULL,3447,97,Woodbury,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65257,Jagermeister Liqueur,12,1000,15.54,23.31,36,839.16
03-09-2014 00:00,NULL,3986,97,Woodbury,1031080,80 PROOF VODKA,434,Luxco-St Louis,36307,Hawkeye Vodka,12,1000,4.05,6.08,12,72.96
06-08-2014 00:00,NULL,2501,85,Story,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,35354,Absolut Mango Vodka,12,750,11.49,17.24,4,68.96
08-01-2014 00:00,NULL,4271,4,Appanoose,1081390,IMPORTED SCHNAPPS,421,Sazerac Co. Inc.,69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,11,16.5,12,198
04-02-2014 00:00,Y,4451,40,Hamilton,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,7.5,11.24,6,67.44
07-05-2014 00:00,NULL,4807,48,Iowa,1071100,AMERICAN COCKTAILS,395,Proximo,58872,Jose Cuervo Authentic Light Margarita Lime,6,1750,8.2,12.3,6,73.8
16-01-2014 00:00,NULL,3772,77,Polk,1031080,80 PROOF VODKA,297,Laird And Company,35914,Five O'clock,24,375,1.93,2.89,24,69.36
09-12-2014 00:00,NULL,3622,30,Dickinson,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11586,Black Velvet Reserve,12,750,7,10.5,12,126
07-01-2014 00:00,Y,4582,30,Dickinson,1031080,80 PROOF VODKA,421,Sazerac Co. Inc.,36976,Nikolai Vodka,12,750,3.34,5.01,12,60.12
24-02-2014 00:00,NULL,3952,82,Scott,1022100,TEQUILA,410,The Patron Spirits Company,89646,Patron Anejo,12,750,31,46.5,4,186
03-03-2014 00:00,NULL,2591,15,Cass,1081200,CREAM LIQUEURS,461,Campari(skyy),68127,Carolan's Irish Cream Liqueur,12,1000,9.77,14.65,12,175.8
15-09-2014 00:00,NULL,2558,44,Henry,1012100,CANADIAN WHISKIES,260,Diageo Americas,11296,Crown Royal,12,750,15,22.5,12,270
15-04-2014 00:00,NULL,4291,88,Union,1022100,TEQUILA,395,Proximo,89197,Jose Cuervo Especial Reposado Tequila,12,1000,12.5,18.74,1,18.74
23-04-2014 00:00,NULL,2637,82,Scott,1062310,SPICED RUM,260,Diageo Americas,43331,Captain Morgan Spiced Rum Mini,12,500,5.5,8.25,1,8.25
26-03-2014 00:00,NULL,4712,31,Dubuque,1032080,IMPORTED VODKA,65,Jim Beam Brands,34188,Effen Vodka,6,750,13.12,19.68,2,39.36
16-06-2014 00:00,NULL,2539,42,Hardin,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41692,Uv Blue (raspberry) Vodka,6,1750,7.99,13.49,6,80.94
01-04-2014 00:00,NULL,2661,71,O'Brien,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43120,Bacardi Superior PET,6,1750,13.51,21.01,6,126.06
09-04-2014 00:00,NULL,2502,77,Polk,1062300,FLAVORED RUM,260,Diageo Americas,43287,Captain Morgan Parrot Bay Mango,12,750,7.49,11.23,2,22.46
24-03-2014 00:00,NULL,2573,70,Muscatine,1031080,80 PROOF VODKA,434,Luxco-St Louis,36305,Hawkeye Vodka,12,750,3.34,5.01,12,60.12
26-02-2015 00:00,NULL,2106,7,Black Hawk,1022100,TEQUILA,395,Proximo,89191,Jose Cuervo Especial Reposado Tequila Mini,12,500,11.5,17.25,1,17.25
26-03-2014 00:00,NULL,2554,82,Scott,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,35354,Absolut Mango Vodka,12,750,11.49,17.24,12,206.88
12-03-2014 00:00,NULL,2501,85,Story,1031200,FLAVORED VODKA,380,Phillips Beverage Company,41360,Uv Pink Lemonade Vodka,12,750,6.25,9.49,12,113.88
10-02-2014 00:00,NULL,2593,14,Carroll,1081390,IMPORTED SCHNAPPS,421,Sazerac Co. Inc.,69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,11,16.5,12,198
23-01-2014 00:00,NULL,4092,91,Warren,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,260,Diageo Americas,43328,Captain Morgan White,12,750,8.75,13.13,12,157.56
31-03-2014 00:00,NULL,4967,82,Scott,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,U.S. Distilled Prod. Co,75211,Kinky Liqueur,12,750,10,15,1,15
06-02-2014 00:00,NULL,4971,77,Polk,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,11586,Black Velvet Reserve,12,750,6.75,10.12,3,30.36
15-10-2014 00:00,NULL,4201,97,Woodbury,1032080,IMPORTED VODKA,260,Diageo Americas,34456,Ketel One Imported Vodka,12,750,14,21,3,63
23-04-2014 00:00,NULL,4062,77,Polk,1031200,FLAVORED VODKA,260,Diageo Americas,40956,Smirnoff Strawberry Vodka,12,750,8.25,12.37,1,12.37
28-05-2014 00:00,NULL,4167,31,Dubuque,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,49186,Remy Martin Vsop Cognac,12,750,21.49,32.24,24,773.76
10-02-2015 00:00,Y,4660,57,Linn,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,49189,Remy Martin Vsop Cognac,24,200,5.42,8.13,24,195.12
13-01-2014 00:00,NULL,2590,57,Linn,1032200,IMPORTED VODKA - MISC,115,Constellation Wine Company Inc.,34839,Svedka Citron Vodka,12,750,8.25,12.38,2,24.76
08-01-2014 00:00,NULL,2200,81,Sac,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,Bacardi U.S.A. Inc.,43156,Bacardi 151 Proof Rum,12,750,12.66,18.99,2,37.98
19-11-2014 00:00,NULL,3990,62,Mahaska,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,434,Luxco-St Louis,85606,Paramount Blue Curacao,12,750,4.75,7.13,3,21.39
30-04-2014 00:00,NULL,4129,85,Story,1022100,TEQUILA,395,Proximo,89199,Jose Cuervo Especial Reposado Square,12,375,5.5,8.25,3,24.75
11-02-2015 00:00,NULL,2543,90,Wapello,1071100,AMERICAN COCKTAILS,370,Pernod Ricard USA/Austin Nichols,62061,Kahlua Frozen Mudslide,6,1750,7.99,11.99,6,71.94
13-02-2014 00:00,Y,4368,77,Polk,1012100,CANADIAN WHISKIES,115,Constellation Wine Company Inc.,11776,Black Velvet,12,750,5.23,7.84,12,94.08
05-06-2014 00:00,NULL,3877,77,Polk,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34030,Absolut Citron (lemon Vodka),12,750,8.99,13.49,6,80.94
26-02-2014 00:00,NULL,2633,77,Polk,1011100,BLENDED WHISKIES,154,Iowa Distilling Company,27629,Prairie Fire,6,750,13.17,19.76,1,19.76
19-03-2014 00:00,NULL,4439,57,Linn,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,U.S. Distilled Prod. Co,75214,Kinky Blue,12,750,10,15,2,30
07-04-2014 00:00,NULL,4228,6,Benton,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.93,6,107.58
16-07-2014 00:00,NULL,2649,31,Dubuque,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65256,Jagermeister Liqueur,12,750,12.05,18.08,4,72.32
12-08-2014 00:00,NULL,2527,77,Polk,1011100,BLENDED WHISKIES,492,Western Spirits Beverage Co. LLC,27474,Bird Dog Blackberry Whiskey,6,750,10,15,6,90
16-02-2015 00:00,NULL,2560,57,Linn,1051110,BLACKBERRY BRANDIES,434,Luxco-St Louis,55084,Paramount Blackberry Brandy,24,375,3.55,5.33,6,31.98
15-05-2014 00:00,NULL,4126,52,Johnson,1041100,AMERICAN DRY GINS,55,Sazerac North America,30058,Fleischmann's Gin,6,1750,8.86,13.54,6,81.24
12-06-2014 00:00,NULL,2248,77,Polk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,9.06,13.59,12,163.08
23-05-2014 00:00,NULL,2507,29,Des Moines,1051010,AMERICAN GRAPE BRANDIES,115,Constellation Wine Company Inc.,53213,Paul Masson Grande Amber Brandy,24,200,1.96,2.94,24,70.56
29-08-2014 00:00,NULL,2590,57,Linn,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69940,Rumple Minze Peppermint Mini,12,500,13.5,20.25,3,60.75
21-05-2014 00:00,NULL,2576,11,Buena Vista,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54446,Paramount Apricot Flavored Brandy,12,750,5.48,8.22,3,24.66
27-05-2014 00:00,NULL,2233,30,Dickinson,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Distilleries Inc.,17916,Elijah Craig,12,750,14.04,21.06,2,42.12
17-02-2014 00:00,NULL,2515,17,Cerro Gordo,1051010,AMERICAN GRAPE BRANDIES,65,Jim Beam Brands,53368,St. Charles Brandy,6,1750,10.53,15.79,6,94.74
03-12-2014 00:00,NULL,2636,77,Polk,1022100,TEQUILA,65,Jim Beam Brands,89836,Hornitos Gold,12,750,13.64,20.46,3,61.38
22-05-2014 00:00,NULL,3769,7,Black Hawk,1062310,SPICED RUM,259,Heaven Hill Distilleries Inc.,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.32,12,207.84
10-09-2014 00:00,NULL,2637,82,Scott,1081390,IMPORTED SCHNAPPS,421,Sazerac Co. Inc.,69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,14.66,21.99,6,131.94
07-10-2014 00:00,NULL,2592,64,Marshall,1022100,TEQUILA,85,Brown-Forman Corporation,89278,El Jimador Reposado Tequila,12,750,11.15,16.73,3,50.19
08-05-2014 00:00,NULL,4642,7,Black Hawk,1062300,FLAVORED RUM,260,Diageo Americas,43415,Captain Morgan Lime Bite,12,750,8.75,13.12,2,26.24
06-01-2014 00:00,NULL,4829,77,Polk,1062300,FLAVORED RUM,35,Bacardi U.S.A. Inc.,43163,Bacardi Arctic Grape Liqueur,12,750,7.33,11.49,2,22.98
23-06-2014 00:00,NULL,4154,57,Linn,1022100,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,10.49,15.73,3,47.19
07-05-2014 00:00,NULL,2465,31,Dubuque,1011100,BLENDED WHISKIES,55,Sazerac North America,23708,Fleischmann's Preferred Bl Whiskey,6,1750,7.33,10.99,6,65.94
22-01-2014 00:00,NULL,4147,7,Black Hawk,1071100,AMERICAN COCKTAILS,330,Monsieur Henri Wines Ltd.,62420,Margaritaville Skinny Margarita,6,1750,7.02,10.53,6,63.18
21-05-2014 00:00,NULL,3858,82,Scott,1031200,FLAVORED VODKA,260,Diageo Americas,41076,Jeremiah Weed Sweet Tea Vodka,12,750,9.65,14.47,3,43.41
07-08-2014 00:00,NULL,4617,77,Polk,1012210,SINGLE MALT SCOTCH,125,Cedar Ridge VineyardsLLC,27476,Cedar Ridge Single Malt Whiskey,6,750,25,37.5,1,37.5
16-10-2014 00:00,NULL,2663,77,Polk,1071100,AMERICAN COCKTAILS,395,Proximo,58835,Jose Cuervo Authentic Lime Margarita,6,800,4.62,6.93,6,41.58
